Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19
0.263641,0,,,,,,,,,,,,,,,,,
0.264789,0,,,,,,,,,,,,,,,,,
0.265892,0,,,,,,,,,,,,,,,,,
0.267029,0,,,,,,,,,,,,,,,,,
0.268166,0,,,,,,,,,,,,,,,,,
0.269227,0,,,,,,,,,,,,,,,,,
0.270364,0,,,,,,,,,,,,,,,,,
0.271502,0,,,,,,,,,,,,,,,,,
0.272639,0,,,,,,,,,,,,,,,,,
0.273732,0,,,,,,,,,,,,,,,,,
0.27485,0,,,,,,,,,,,,,,,,,
0.275938,0,,,,,,,,,,,,,,,,,
0.277039,0,,,,,,,,,,,,,,,,,
0.278124,0,,,,,,,,,,,,,,,,,
0.279204,0,,,,,,,,,,,,,,,,,
0.280296,0,,,,,,,,,,,,,,,,,
0.281389,0,,,,,,,,,,,,,,,,,
0.282477,0,,,,,,,,,,,,,,,,,
0.283568,0,,,,,,,,,,,,,,,,,
0.284658,0,,,,,,,,,,,,,,,,,
0.285749,0,,,,,,,,,,,,,,,,,
0.286839,0,,,,,,,,,,,,,,,,,
0.287929,0,,,,,,,,,,,,,,,,,
0.289024,0,,,,,,,,,,,,,,,,,
0.290111,0,,,,,,,,,,,,,,,,,
0.291201,0,,,,,,,,,,,,,,,,,
0.292292,0,,,,,,,,,,,,,,,,,
0.293379,0,,,,,,,,,,,,,,,,,
0.294468,0,,,,,,,,,,,,,,,,,
0.295566,0,,,,,,,,,,,,,,,,,
0.296657,0,,,,,,,,,,,,,,,,,
0.297745,0,,,,,,,,,,,,,,,,,
0.298836,0,,,,,,,,,,,,,,,,,
0.299926,0,,,,,,,,,,,,,,,,,
0.301022,0,,,,,,,,,,,,,,,,,
0.302077,0,,,,,,,,,,,,,,,,,
0.30314,0,,,,,,,,,,,,,,,,,
0.304199,0,,,,,,,,,,,,,,,,,
0.305258,0,,,,,,,,,,,,,,,,,
0.306317,0,,,,,,,,,,,,,,,,,
0.307378,0,,,,,,,,,,,,,,,,,
0.308448,0,,,,,,,,,,,,,,,,,
0.309519,0,,,,,,,,,,,,,,,,,
0.31058,0,,,,,,,,,,,,,,,,,
0.3117,0,,,,,,,,,,,,,,,,,
0.312787,0,,,,,,,,,,,,,,,,,
0.313872,0,,,,,,,,,,,,,,,,,
0.314959,0,,,,,,,,,,,,,,,,,
0.316047,0,,,,,,,,,,,,,,,,,
0.317108,0,,,,,,,,,,,,,,,,,
0.318199,0,,,,,,,,,,,,,,,,,
0.319289,0,,,,,,,,,,,,,,,,,
0.32038,0,,,,,,,,,,,,,,,,,
0.321471,0,,,,,,,,,,,,,,,,,
0.322561,0,,,,,,,,,,,,,,,,,
0.323651,0,,,,,,,,,,,,,,,,,
0.324751,0,,,,,,,,,,,,,,,,,
0.325898,0,,,,,,,,,,,,,,,,,
0.326998,0,,,,,,,,,,,,,,,,,
0.328089,0,,,,,,,,,,,,,,,,,
0.329154,0,,,,,,,,,,,,,,,,,
0.330245,0,,,,,,,,,,,,,,,,,
0.33133,0,,,,,,,,,,,,,,,,,
0.332422,0,,,,,,,,,,,,,,,,,
0.333559,0,,,,,,,,,,,,,,,,,
